gml_id,ust_katego,alt_katego,ad,resim,detay,geojson
bursa_tarihimekanlar.38,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,YILDIRIM MEDRESESİ,"/src/assets/yildirimmedresesi.jpg","1399 tarihinde Yıldırım Bayezıd tarafından yaptırılmış olup, son defa 1948 yılında onarılmıştır. Medrese dikdörtgen bir iç avluya üç taraftan saran revakların arkasında hücreler ile giriş hacmi ve tam karşına gelen kubbeli büyük bir dershaneden oluşan bir plan şeması yansıtmaktadır. Plan olarak diğer medreselere oranla oldukça uzun bir alan üzerine düzenlenmiştir. Taştan inşa edilmiş, üzeri kubbe ile örtülü giriş hacmi dikdörtgen plan göstermektedir. Sağ ve solunda ikişer adet stalaktitli niş bulunur. Giriş kemerinin iki yanında da sütunceler yer alır. 2.79 metre genişliğindeki basık kemerli kapıdan yine üzeri kubbe ile örtülü revaka,ardından da avluya geçilir.","{""type"":""Point"",""coordinates"":[29.082386747,40.18876383]}"
bursa_tarihimekanlar.39,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,SARAYLILAR TÜRBESİ,"/src/assets/saraylilar.jpg","Muradiye camisinin güneydoğusunda bulunan türbenin ne zaman yapıldığına dair herhangi bir yazıtı bulunmamaktadır. Ancak eserin mimari tarzı XV. yy. yapıldığı intibaını vermektedir. Yapımında taş tuğla malzeme bir arada kullanılmıştır. Birbirine sivri kemerler bağlanmış, sekiz ayağın taşıdığı kare alanın üstüne betonla kaplı sivri bir külah örtmektedir. Etrafı tuğla testere dişi ile çevrili kemerler, üç sıra tuğla, bir sıra kesme taş dizisiyle örülmüştür. Yerden 1,00 metre yükseklikte kare tuğla ile kaplanmış zemin üzerinde, kime ait olduğu bilinmeyen iki sanduka yer almaktadır.","{""type"":""Point"",""coordinates"":[29.047483735,40.191887334]}"
bursa_tarihimekanlar.43,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,CEM SULTAN TÜRBESİ,"/src/assets/cemsultan.jpg","Fatih Sultan Mehmed’in küçük oğlu olan Cem Sultan, 1481 yılında babasının vefatı ile Bursa'da İmparatorluğunu ilan etmiş, 18 gün hükümdarlık yapmıştır. Adına para bastıran ve abisi II. Beyazid ile aralarında geçen taht kavgaları sonucu Avrupa'da uzun yıllar sürgün yaşayan Cem Sultan, 1495 yılında İtalya'da ölmüştür. 1499 yılında naaşı Bursa'ya getirilerek Muradiye semtindeki türbeye gömülmüştür. Türbenin duvarlarının alt kısmında üzerleri altın yaldızlı firuze ve lacivert çiniler, üst kısımlar kalem işi ile süslenmiştir.","{""type"":""Point"",""coordinates"":[29.046117816,40.191530596]}"
bursa_tarihimekanlar.48,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,TEZVEREN TÜRBESİ,"/src/assets/tezveren.jpg","Fatih Sultan Mehmet zamanında, lokman hekim olarak yaşadığına inanılan Tezveren Dede'nin türbesi, 1900'lü yılların başında bir aile tarafından yapılan evin içinde kalmış.","{""type"":""Point"",""coordinates"":[29.058033473,40.180159612]}"
bursa_tarihimekanlar.51,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,TARİHİ BELEDİYE BİNASI,"/src/assets/belediyeninasi.jpg","1867’de kurulan Bursa Belediyesi’nin Binası, 1880 yılında Ahmed Vefik Paşa’nın Vali, Hüseyin Hüsnü Efendi’nin Belediye Başkanı olduğu dönemde inşa edilmiştir. Türkiye’nin en eski Belediye binasıdır. Yapının mimarının Kütahyalı Şehbender olduğu çeşitli kaynaklarda belirtilmektedir.","{""type"":""Point"",""coordinates"":[29.065104154,40.184749626]}"
bursa_tarihimekanlar.52,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,TOPHANE SURLARI,"/src/assets/sur.jpg","Bursa Surları doğal kayalıklar üzerine Bursa’nın ilk kurucusu olan Bitinyalılar tarafından yapılmıştır.Osmanlı Dönemi'nde özellikle Timur saldırılarından sonra ve arkasında gelen Karamanoğlu Mehmet Bey’in kuşatması sonrası Hacı İvaz Paşa tarafından onarılarak güçlendirilmiştir. Surların toplam uzunluğu 3.38 kilometredir. Saltanat Kapısı, Yer Kapı, Fetih Kapısı (Su Kapısı), Zindan Kapı ve Kaplıca Kapısı olarak isimlendirilen beş kapısı; Tophane ve Çakır Hamam arasında toplam 14 burcu vardır.","{""type"":""Point"",""coordinates"":[29.058224435,40.186449907]}"
bursa_tarihimekanlar.55,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,OSMANGAZİ TÜRBESİ,"/src/assets/osmangaziturbesi.jpg","Osmanlı Devleti'nin kurucusu olan Osman Gazi 1258-1324 yılları arasında yaşamıştır. Osmangazi Bursa kuşatması sırasında, vasiyeti üzerine Bursa’nın fethinden sonra “Gümüşlü Kümbet“ olarak bilinen Sainte Elie adlı Bizans Manastırı'nın şapeli üzerine inşa edilen türbeye gömülmüştür. 1801 yılında yangınla 1855 depremi ile de tamamen yıkılan türbe Sultan Abdülaziz tarafından eski yapısına sadık kalınarak 1863 yılında bugünkü haline getirilmiştir.","{""type"":""Point"",""coordinates"":[29.057789987,40.187750716]}"
bursa_tarihimekanlar.58,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,2.MURAT TÜRBESİ,"/src/assets/2.murad.jpg","Muradiye Türbeleri'nin bulunduğu bahçede yer alan türbenin kapısı üzerinde bulunan kitabede II. Murad’ın 1451 yılında ölümü üzerine vasiyetine uygun olarak oğlu Fatih Sultan Mehmet tarafından yaptırıldığı yazmaktadır. Türbe iki sıra tuğla bir sıra moloz taş dizisi ile inşa edilmiştir. II. Murad’ın vasiyeti üzerine türbenin kubbesinin üzeri açık bırakılmış bu açıklığın altında bulunan mermer lahitin üzeri toprakla örtülmüştür. Türbede başka mezar bulunmamaktadır. II. Murad Türbesi'nin doğusunda bulunan pencere kapıya dönüştürülerek bu kısma yeni bir yapı ilave edilmiştir. Kubbeyle örtülü olan bu mekanda II. Murad’ın oğlu Alaaddin, Şehzade Ahmet, Orhan ve kızı Şehzade Hatun‘un sandukaları bulunmaktadır.","{""type"":""Point"",""coordinates"":[29.046560621,40.191525309]}"
bursa_tarihimekanlar.66,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,KOZA HAN,"/src/assets/kozahan.jpg","1491 yılında, II. Bayezid tarafından İstanbul'daki cami ve medresesine gelir sağlamak amacıyla yaptırılmıştır. Gazi Orhan Camii ile Ulu Camii arasındaki geniş bir alana kurulmuştur. Çoğunlukla kesme taş, yer yer tuğlanın da kullanıldığı han, iki katlı olup odalarının önü revaktır. Revak kısmı 40 beton kubbeden oluşmaktadır. Üst katta 50, alt katta 45 olmak üzere toplam 95 odası vardır. Üst katta bulunan odaların tamamı ipek ve ipek ürünleri satan dükkanlar olarak kullanılmaktadır. Üst katta güneye açılan bir kapısı ile alt katta Orhan Cami tarafına ve kuzeyinde kapalı çarşıya açılan kapıları vardır. Kuzeye açılan büyük taş kapısı firuze çinilerle süslüdür.","{""type"":""Point"",""coordinates"":[29.063880919,40.18531812]}"
bursa_tarihimekanlar.67,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,YEŞİL CAMİİ,"/src/assets/yesilcamii.jpg","Yeşil semtinde bulunan cami, 1419 yılında, Çelebi Sultan Mehmed tarafından yaptırılmıştır. “Ters T” planlı camilerden olan Yeşil Cami, Bursa’nın olduğu kadar ülkemizin de en güzel tarihsel yapılarından biridir. Caminin mimarı Hacı İvaz Paşa’dır. Yeşil Cami’nin girişindeki taç kapı, Türk taş oymacılığının güzel bir ürünüdür. Mukarnaslı yaşmağı olağanüstü güzelliktedir. Kapı kemerinde yeşil taş ve mermer kullanılmıştır. Taş kapının sağında ve solunda ikişer pencere, bunların arasında da birer dış mihrap vardır. Bunlarda da çok ince taş işçiliği görülür. Caminin tüm süslemeleri ünlü şair Lamii Çelebi’nin babası olan Nakkaş Ali tarafından yaptırılmıştır. Caminin büyük bölümü çini ile kaplıdır. İç duvarlar, tavanlar, mahviller ve geçiş eyvanlarının tümü çiniyle kaplıdır. Caminin çinileri Mecnun Mehmet adlı bir usta tarafından işlenmiştir.","{""type"":""Point"",""coordinates"":[29.075184847,40.183035819]}"
bursa_tarihimekanlar.69,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,KARAMUSTAFA KAPLICASI,"/src/assets/karamustafa.jpg","Kara Mustafa Kaplıcası Kükürtlü Mahallesinde, Yeni Kaplıca yanında yer almaktadır. 1490 yılında Hamza Beyin torunu Kara Mustafa Paşa tarafından yaptırılmıştır. Bir ev görünümü veren yapı soğukluk görevini üstlenmiş dikdörtgen planlı bir mekana bağlı iki küçük hücre ile yine buna bağlı dikdörtgen planlı koridordan geçilen bir sıcaklıktan oluşmuştur. Sıcaklık kısmının üzeri tonoz örtülüdür. Yekpare mermer şadırvanı ile havuzu ilginçtir.","{""type"":""Point"",""coordinates"":[29.038419056,40.200616932]}"
bursa_tarihimekanlar.71,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,KAPALIÇARŞI,"/src/assets/kapalicarsi1.jpg","Orhangazi zamanında hanların araları çatı ile kapatılarak kapalı çarşılar meydana getirilmeye başlanmış ve Kapalı Çarşı’nın ilk hali bu şekilde oluşmuştur. Daha sonraki yıllarda Sahaflar, Akatarlar, İvaz Paşa, Gelincik, Sipahiler, Karacabey (Yorgancılar, Sandıkçılar) eski bakırcılar çarşıları eklenerek Kapalı Çarşı'yı oluşturmuşlardır. 1958 yılında tamamen yanan çarşı yeniden inşa edilmiştir; ilk halinde olduğu gibi tek katlı olarak değil; alttan zemin kat, sokak seviyesinde ve yolların iki tarafında dükkanlar ve dükkanların üst katları olarak inşa edilmiştir. Çarşının üstü de modern bir şekilde kapatılmıştır. 1855 depreminde yıkıldıktan sonra üstü açık kalan İvaz Paşa ve Eski Bakırcılar Çarşıları da 1960 yılında restore edilerek üstleri kapatılmıştır.","{""type"":""Point"",""coordinates"":[29.062516443,40.185769971]}"
bursa_tarihimekanlar.72,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,ŞEHZADE MUSTAFA TÜRBESİ,"/src/assets/sehzademustafa.jpg","Muradiye’de, II. Murat ve Alaattin Türbesi'nin güneybatısında bulunmaktadır. Türbe II. Selim tarafından yaptırılmıştır. Türbe kapısının üzerindeki mermerde yer alan 0,15 x 0,30 metre boyutlarındaki iki satırlık kitabeden; Kanuni Sultan Süleyman’ın Konya Ovası'nda boğdurduğu oğlu Şehzade Mustafa için yaptırıldığı öğrenilmiştir.","{""type"":""Point"",""coordinates"":[29.046302702,40.191362353]}"
bursa_tarihimekanlar.76,KÜLTÜR - TURİZM,TARİHİ KÜLTÜREL MEKANLAR,ÇELİK PALAS HAMAMI,"/src/assets/celikpalas.jpg","Bursa'da turistlik kaplıca otel, Atatürk’ün girişimiyle gerçekleştirilmiştir. Dördüncü gezisi sırasında 29 Eylül 1925 gecesi, Mısır eski hıdivi Abbas Hilmi Paşa'nın konuğu olarak El-Mahrusa yatıyla Marmara’da bir gezinti yapan Mustafa Kemal Paşa eski hıdivin Bursa’da bir kaplıca-otel yaptırmak üzere şirket kurma isteğine olumlu yanıt verdi ve destek oldu. Bunun üzerine, 20 Şubat 1928’de Bursa Kaplıcaları Türk Anonim Şirketi kuruldu. Bugün aynı mekan içinde çeşitli tarihlerde yapılmış üç otelden oluşmaktadır.","{""type"":""Point"",""coordinates"":[29.03884737,40.197461342]}"
